id,title,description,image_link,video_link,duration,category,language,status_flag,new_comment,schedule,created_at,updated_at,deleted_at,keyword_old,keyword,extra_keyword_count,youtube_id,description_1,admin_id
75,കാട്ടുപുലിയും  ചീവീടും,"കുട്ടികളുടെ മൊബൈൽ , TV Screen time കുറയ്ക്കുക എന്ന ഉദ്ദേശത്തോടെയാണ് നമ്മൾ വീഡിയോ ഇല്ലാതെ , കുട്ടികളുമായി സംവദിക്കുന്ന തരത്തിൽ ഓരോ കഥകളും തയ്യാറാക്കിയിരിക്കുന്നത് .",storie_image/etvOtS4ztUcdKwlGd4hyX7N5miZSbeuoFeN9YJAg.jpg,699389608,"08;06","[""Cartoon""]",5,1,0,,2022-04-14 11:03:26,2022-05-21 09:40:41,2022-05-21 09:40:41,"",,0,,,
76,ലൂയിപാപ്പയുടെ തോട്ടം,"കുട്ടികളുടെ മൊബൈൽ , TV Screen time കുറയ്ക്കുക എന്ന ഉദ്ദേശത്തോടെയാണ് നമ്മൾ വീഡിയോ ഇല്ലാതെ , കുട്ടികളുമായി സംവദിക്കുന്ന തരത്തിൽ ഓരോ കഥകളും തയ്യാറാക്കിയിരിക്കുന്നത് . അതുകൊണ്ടു തന്നെ കുട്ടികൾക്ക് ഉറങ്ങുന്നതിന് മുൻപായി ഈ കഥകൾ വെച്ച് കൊടുക്കാവുന്നതാണ്.",storie_image/cGnIwlg8WdhvcI6573H7ul55J2FjPaxCx2BpBTrV.jpg,699524516,12:08,"[""Cartoon""]",5,1,0,,2022-04-14 17:25:17,2022-05-21 07:31:13,2022-05-21 07:31:13,"",,0,,,
77,മടിയൻ മുയൽ,"To Parents :
കുട്ടികളുടെ മൊബൈൽ , TV Screen time കുറയ്ക്കുക എന്ന ഉദ്ദേശത്തോടെയാണ് നമ്മൾ വീഡിയോ ഇല്ലാതെ , കുട്ടികളുമായി സംവദിക്കുന്ന തരത്തിൽ ഓരോ കഥകളും തയ്യാറാക്കിയിരിക്കുന്നത് .",storie_image/2NWRguVhzLxXYl0dzAemKedebPS7cohyqskyzHQJ.jpg,699522610,10:57,"[""Cartoon""]",5,1,0,,2022-04-14 17:27:30,2022-05-21 07:31:10,2022-05-21 07:31:10,"",,0,,,
78,അഹങ്കാരത്തിന്റെ ഫലം,"കുട്ടികളുടെ മൊബൈൽ , TV Screen time കുറയ്ക്കുക എന്ന ഉദ്ദേശത്തോടെയാണ് നമ്മൾ വീഡിയോ ഇല്ലാതെ , കുട്ടികളുമായി സംവദിക്കുന്ന തരത്തിൽ ഓരോ കഥകളും തയ്യാറാക്കിയിരിക്കുന്നത് .",storie_image/A8IVettVbnnVbAjV8NrUI5jd8UG7TWAdQ9aF5NeX.jpg,699523161,10:22,"[""Cartoon""]",5,1,0,,2022-04-14 17:28:42,2022-05-21 07:31:08,2022-05-21 07:31:08,"",,0,,,
79,ആരാണ് സുന്ദരി,"കുട്ടികളുടെ മൊബൈൽ , TV Screen time കുറയ്ക്കുക എന്ന ഉദ്ദേശത്തോടെയാണ് നമ്മൾ വീഡിയോ ഇല്ലാതെ , കുട്ടികളുമായി സംവദിക്കുന്ന തരത്തിൽ ഓരോ കഥകളും തയ്യാറാക്കിയിരിക്കുന്നത് .",storie_image/SBCLDOOvmkLS9jxcd3oOrR7cV1jBZIbvlDBkYLot.jpg,699523282,08:27,"[""Cartoon""]",5,1,0,,2022-04-14 17:30:06,2022-05-21 07:31:04,2022-05-21 07:31:04,"",,0,,,
80,കൂട്ടുകാരുടെ വില,"കുട്ടികളുടെ മൊബൈൽ , TV Screen time കുറയ്ക്കുക എന്ന ഉദ്ദേശത്തോടെയാണ് നമ്മൾ വീഡിയോ ഇല്ലാതെ , കുട്ടികളുമായി സംവദിക്കുന്ന തരത്തിൽ ഓരോ കഥകളും തയ്യാറാക്കിയിരിക്കുന്നത് .",storie_image/mdIQLHXXSLV9zAAlAvDjXhcHb448wKpwBmlnj1gd.jpg,699523357,14:03,"[""Cartoon""]",5,1,0,,2022-04-14 17:31:10,2022-05-21 07:31:02,2022-05-21 07:31:02,"",,0,,,
81,Stories Episode 112,"കുട്ടികളുടെ മൊബൈൽ , TV Screen time കുറയ്ക്കുക എന്ന ഉദ്ദേശത്തോടെയാണ് നമ്മൾ വീഡിയോ ഇല്ലാതെ , കുട്ടികളുമായി സംവദിക്കുന്ന തരത്തിൽ ഓരോ കഥകളും തയ്യാറാക്കിയിരിക്കുന്നത് .",storie_image/5KC7PKKmPMKMY75pcmllqfw9reGt17Rn7GNVeu9i.jpg,699523431,08:49,"[""Cartoon""]",5,1,0,,2022-04-14 17:33:00,2022-05-21 07:30:59,2022-05-21 07:30:59,"",,0,,,
82,boss baby,boss baby,storie_image/AQD8kMLqMTIuZsB6zkVRhUXl7odPlqYPestTD4lc.jpg,370744798,.50,"[""Cartoon""]",1,1,0,2022-05-10 12:29:00,2022-05-10 06:56:03,2022-05-10 07:07:52,2022-05-10 07:07:52,"",,0,,,
83,Episode 1,Test file for testing,storie_image/Y2QK99q7AfzjddQhJUOD0BK7fxHp7xVwUj1nmo4x.jpg,14529137,.50,"[""Cartoon"",""Ghost Stories""]",5,1,0,2022-05-10 13:01:00,2022-05-10 07:27:55,2022-05-21 07:30:56,2022-05-21 07:30:56,"",,0,,,
84,കുറുക്കനും ആട്ടിൻ കുട്ടികളും,kfoufoufuogu,storie_image/6YVTAwDVWJ2Tz333Lhm3nQik1NVSrHaPGkQAzpQ1.jpg,668140422,14:32,"[""Cartoon""]",5,1,0,2022-05-15 20:19:00,2022-05-15 14:48:06,2022-05-18 09:17:26,2022-05-18 09:17:26,"",,0,,,
85,Episode 2 Test,Test Final,storie_image/JhJ89LgxpnZWUUS0lT9jUfwTHJT5fRKpaQi4163U.jpg,711137724,20:10,"[""Cartoon"",""Aquaman""]",5,1,0,2022-05-18 15:09:00,2022-05-18 09:38:12,2022-05-20 09:01:24,2022-05-20 09:01:24,"",,0,,,
86,test 1,this is the first story.,storie_image/y05Nr599AydmDOyAKo335YArENWYDaglasY5Zv94.jpg,712311650,15:05,"[""Malayalam""]",5,1,1,,2022-05-21 09:30:39,2022-05-28 07:55:07,2022-05-28 07:55:07,"",,0,,,
87,test 1,this is the first story.,storie_image/m8JRrAwEmds7CHTBttC6BHIKiGWc6gv5lbg1JH8C.jpg,712311650,15:05,"[""Cartoon""]",5,1,0,,2022-05-21 09:30:47,2022-05-21 09:40:31,2022-05-21 09:40:31,"",,0,,,
88,15:05,this is sample 2,storie_image/3dyB65yiLBrS7u4qnw8eZo6xc3RNv9eLROEj9Vug.jpg,712311650,:,"[""Cartoon""]",5,1,0,,2022-05-21 10:25:37,2022-05-21 10:28:02,2022-05-21 10:28:02,"",,0,,,
89,15:05,This is sample 2,storie_image/zhJKBMcanLFXvAt4Ng53UbEaB2uZ4HUEz2optSU4.jpg,712311650,:,"[""Malayalam""]",5,1,0,,2022-05-21 10:28:46,2022-05-28 07:55:03,2022-05-28 07:55:03,"",,0,,,
90,ഐകമത്യം മഹാബലം,"എല്ലാ കൂട്ടുകാർക്കും കഥകളുടെയും , അറിവിന്റെയും ലോകത്തേക്ക് സ്വാഗതം . ലാലയും ,നന്നയും കൂട്ടുകാർക്കായി ധാരാളം കഥകൾ ദിവസവും പറഞ്ഞുതരും. ഓരോ കഥകളും കൂട്ടുകാർ ശ്രദ്ധയോടുകൂടി കേൾക്കുകയും , ആ കഥകൾ നൽകുന്ന സന്ദേശം അത്‌ നിങ്ങളുടെ കൂട്ടുകാർക്കും , രക്ഷിതാക്കൾക്കും പറഞ്ഞു കൊടുക്കുകയും വേണം. ഈ കഥകളിലൂടെ ലാലയും ,നന്നയും പുതിയ വാക്കുകളും , കാര്യങ്ങളും കൂട്ടുകാർക്ക് പറഞ്ഞുതരുന്നുണ്ട് .എന്നും പുതിയ പുതിയ കഥകളുമായി  ലാലയും ,നന്നയും രാത്രിയിൽ 8.00 മണിക്ക് കൂട്ടുകാരുടെ അടുത്ത് വരും കേട്ടോ. ഓരോ കഥയിലും നിങ്ങൾക്കുള്ള സമ്മാനങ്ങൾ ലാല ഒളിപ്പിച്ചു വെച്ചിട്ടുണ്ട്. മിടുക്കന്മാരായി ലാല പറയുന്നത് ചെയ്യുന്നവർക്ക് ലാല സമ്മാനങ്ങൾ തരാം കേട്ടോ. കൂട്ടുകാർ രാത്രിയിൽ ഉറങ്ങുമ്പോൾ ഈ കഥകൾ കെട്ടുവേണം ഇനിം ഉറങ്ങാൻ. 
To Parents :
കുട്ടികളുടെ മൊബൈൽ , TV Screen time കുറയ്ക്കുക എന്ന ഉദ്ദേശത്തോടെയാണ് നമ്മൾ വീഡിയോ ഇല്ലാതെ , കുട്ടികളുമായി സംവദിക്കുന്ന തരത്തിൽ ഓരോ കഥകളും തയ്യാറാക്കിയിരിക്കുന്നത് . അതുകൊണ്ടു തന്നെ കുട്ടികൾക്ക് ഉറങ്ങുന്നതിന് മുൻപായി ഈ കഥകൾ വെച്ച് കൊടുക്കാവുന്നതാണ്. ആദ്യത്തെ മൂന്നു ദിവസം കുട്ടികളോടൊത്തു നിങ്ങളും കഥകൾ കേൾക്കണം. പിന്നെ അവർ തന്നെ ഉറങ്ങുവാൻ വേണ്ടി കഥകൾ ചോദിച്ചുകൊള്ളും .  3 മുതൽ 7 വയസ്സുവരെ ഉള്ള കുട്ടികൾക്ക് വേണ്ടിയാണ് ഈ കഥകൾ ചിട്ടപ്പെടുത്തിയിരിക്കുന്നത്",storie_image/s8s6ewYNLosjcoDTHWcAAH1DPKdD094eqXyhthja.jpg,175296903,15:04,"[""Malayalam""]",5,1,0,,2022-05-28 08:05:30,2022-07-02 06:16:30,2022-07-02 06:16:30,"[""usa"",""bullet"",""webcastle"",""web"",""castle""]","[""usa"", ""bullet"", ""webcastle"", ""web"", ""castle""]",0,,,
91,"കോഴിയമ്മയും പരുന്തും, പൊന്മുട്ടയിടുന്ന താറാവ്, മല്ലനും മാധേവനും","എല്ലാ കൂട്ടുകാർക്കും കഥകളുടെയും , അറിവിന്റെയും ലോകത്തേക്ക് സ്വാഗതം . ലാലയും ,നന്നയും കൂട്ടുകാർക്കായി ധാരാളം കഥകൾ ദിവസവും പറഞ്ഞുതരും. ഓരോ കഥകളും കൂട്ടുകാർ ശ്രദ്ധയോടുകൂടി കേൾക്കുകയും , ആ കഥകൾ നൽകുന്ന സന്ദേശം അത്‌ നിങ്ങളുടെ കൂട്ടുകാർക്കും , രക്ഷിതാക്കൾക്കും പറഞ്ഞു കൊടുക്കുകയും വേണം. ഈ കഥകളിലൂടെ ലാലയും ,നന്നയും പുതിയ വാക്കുകളും , കാര്യങ്ങളും കൂട്ടുകാർക്ക് പറഞ്ഞുതരുന്നുണ്ട് .എന്നും പുതിയ പുതിയ കഥകളുമായി  ലാലയും ,നന്നയും രാത്രിയിൽ 8.00 മണിക്ക് കൂട്ടുകാരുടെ അടുത്ത് വരും കേട്ടോ. ഓരോ കഥയിലും നിങ്ങൾക്കുള്ള സമ്മാനങ്ങൾ ലാല ഒളിപ്പിച്ചു വെച്ചിട്ടുണ്ട്. മിടുക്കന്മാരായി ലാല പറയുന്നത് ചെയ്യുന്നവർക്ക് ലാല സമ്മാനങ്ങൾ തരാം കേട്ടോ. കൂട്ടുകാർ രാത്രിയിൽ ഉറങ്ങുമ്പോൾ ഈ കഥകൾ കെട്ടുവേണം ഇനിം ഉറങ്ങാൻ. 
To Parents :
കുട്ടികളുടെ മൊബൈൽ , TV Screen time കുറയ്ക്കുക എന്ന ഉദ്ദേശത്തോടെയാണ് നമ്മൾ വീഡിയോ ഇല്ലാതെ , കുട്ടികളുമായി സംവദിക്കുന്ന തരത്തിൽ ഓരോ കഥകളും തയ്യാറാക്കിയിരിക്കുന്നത് . അതുകൊണ്ടു തന്നെ കുട്ടികൾക്ക് ഉറങ്ങുന്നതിന് മുൻപായി ഈ കഥകൾ വെച്ച് കൊടുക്കാവുന്നതാണ്. ആദ്യത്തെ മൂന്നു ദിവസം കുട്ടികളോടൊത്തു നിങ്ങളും കഥകൾ കേൾക്കണം. പിന്നെ അവർ തന്നെ ഉറങ്ങുവാൻ വേണ്ടി കഥകൾ ചോദിച്ചുകൊള്ളും .  3 മുതൽ 7 വയസ്സുവരെ ഉള്ള കുട്ടികൾക്ക് വേണ്ടിയാണ് ഈ കഥകൾ ചിട്ടപ്പെടുത്തിയിരിക്കുന്നത്",storie_image/2EVTHwSxMQZwQvmIu2eX2UB03xuunOrOBMMybuHI.jpg,714701210,20:10,"[""Malayalam""]",5,1,0,2022-05-28 13:38:00,2022-05-28 08:10:06,2022-07-02 06:16:26,2022-07-02 06:16:26,"[""usa"",""bullet"",""webcastle"",""web"",""castle""]","[""usa"", ""bullet"", ""webcastle"", ""web"", ""castle""]",0,,,
92,"കോഴിയമ്മയും കുറുക്കനും , കോഴിയും താറാവും","എല്ലാ കൂട്ടുകാർക്കും കഥകളുടെയും , അറിവിന്റെയും ലോകത്തേക്ക് സ്വാഗതം . ലാലയും ,നന്നയും കൂട്ടുകാർക്കായി ധാരാളം കഥകൾ ദിവസവും പറഞ്ഞുതരും. ഓരോ കഥകളും കൂട്ടുകാർ ശ്രദ്ധയോടുകൂടി കേൾക്കുകയും , ആ കഥകൾ നൽകുന്ന സന്ദേശം അത്‌ നിങ്ങളുടെ കൂട്ടുകാർക്കും , രക്ഷിതാക്കൾക്കും പറഞ്ഞു കൊടുക്കുകയും വേണം. ഈ കഥകളിലൂടെ ലാലയും ,നന്നയും പുതിയ വാക്കുകളും , കാര്യങ്ങളും കൂട്ടുകാർക്ക് പറഞ്ഞുതരുന്നുണ്ട് .എന്നും പുതിയ പുതിയ കഥകളുമായി  ലാലയും ,നന്നയും രാത്രിയിൽ 8.00 മണിക്ക് കൂട്ടുകാരുടെ അടുത്ത് വരും കേട്ടോ. ഓരോ കഥയിലും നിങ്ങൾക്കുള്ള സമ്മാനങ്ങൾ ലാല ഒളിപ്പിച്ചു വെച്ചിട്ടുണ്ട്. മിടുക്കന്മാരായി ലാല പറയുന്നത് ചെയ്യുന്നവർക്ക് ലാല സമ്മാനങ്ങൾ തരാം കേട്ടോ. കൂട്ടുകാർ രാത്രിയിൽ ഉറങ്ങുമ്പോൾ ഈ കഥകൾ കെട്ടുവേണം ഇനിം ഉറങ്ങാൻ. 
To Parents :
കുട്ടികളുടെ മൊബൈൽ , TV Screen time കുറയ്ക്കുക എന്ന ഉദ്ദേശത്തോടെയാണ് നമ്മൾ വീഡിയോ ഇല്ലാതെ , കുട്ടികളുമായി സംവദിക്കുന്ന തരത്തിൽ ഓരോ കഥകളും തയ്യാറാക്കിയിരിക്കുന്നത് . അതുകൊണ്ടു തന്നെ കുട്ടികൾക്ക് ഉറങ്ങുന്നതിന് മുൻപായി ഈ കഥകൾ വെച്ച് കൊടുക്കാവുന്നതാണ്. ആദ്യത്തെ മൂന്നു ദിവസം കുട്ടികളോടൊത്തു നിങ്ങളും കഥകൾ കേൾക്കണം. പിന്നെ അവർ തന്നെ ഉറങ്ങുവാൻ വേണ്ടി കഥകൾ ചോദിച്ചുകൊള്ളും .  3 മുതൽ 7 വയസ്സുവരെ ഉള്ള കുട്ടികൾക്ക് വേണ്ടിയാണ് ഈ കഥകൾ ചിട്ടപ്പെടുത്തിയിരിക്കുന്നത്",storie_image/43gijahlJj2fbOUcrvnKvXE7dk0cLmj4Vy2IMkTL.jpg,714701825,15:55,"[""Malayalam""]",5,1,0,2022-05-28 13:43:00,2022-05-28 08:14:27,2022-07-02 06:16:23,2022-07-02 06:16:23,"[""usa"",""bullet"",""webcastle"",""web"",""castle""]","[""usa"", ""bullet"", ""webcastle"", ""web"", ""story""]",0,,,
93,"മുയലിന്റെ കൗശലം , സിംഹവും കടുവയും.","എല്ലാ കൂട്ടുകാർക്കും കഥകളുടെയും , അറിവിന്റെയും ലോകത്തേക്ക് സ്വാഗതം . ലാലയും ,നന്നയും കൂട്ടുകാർക്കായി ധാരാളം കഥകൾ ദിവസവും പറഞ്ഞുതരും. ഓരോ കഥകളും കൂട്ടുകാർ ശ്രദ്ധയോടുകൂടി കേൾക്കുകയും , ആ കഥകൾ നൽകുന്ന സന്ദേശം അത്‌ നിങ്ങളുടെ കൂട്ടുകാർക്കും , രക്ഷിതാക്കൾക്കും പറഞ്ഞു കൊടുക്കുകയും വേണം. ഈ കഥകളിലൂടെ ലാലയും ,നന്നയും പുതിയ വാക്കുകളും , കാര്യങ്ങളും കൂട്ടുകാർക്ക് പറഞ്ഞുതരുന്നുണ്ട് .എന്നും പുതിയ പുതിയ കഥകളുമായി  ലാലയും ,നന്നയും രാത്രിയിൽ 8.00 മണിക്ക് കൂട്ടുകാരുടെ അടുത്ത് വരും കേട്ടോ. ഓരോ കഥയിലും നിങ്ങൾക്കുള്ള സമ്മാനങ്ങൾ ലാല ഒളിപ്പിച്ചു വെച്ചിട്ടുണ്ട്. മിടുക്കന്മാരായി ലാല പറയുന്നത് ചെയ്യുന്നവർക്ക് ലാല സമ്മാനങ്ങൾ തരാം കേട്ടോ. കൂട്ടുകാർ രാത്രിയിൽ ഉറങ്ങുമ്പോൾ ഈ കഥകൾ കെട്ടുവേണം ഇനിം ഉറങ്ങാൻ. 
To Parents :
കുട്ടികളുടെ മൊബൈൽ , TV Screen time കുറയ്ക്കുക എന്ന ഉദ്ദേശത്തോടെയാണ് നമ്മൾ വീഡിയോ ഇല്ലാതെ , കുട്ടികളുമായി സംവദിക്കുന്ന തരത്തിൽ ഓരോ കഥകളും തയ്യാറാക്കിയിരിക്കുന്നത് . അതുകൊണ്ടു തന്നെ കുട്ടികൾക്ക് ഉറങ്ങുന്നതിന് മുൻപായി ഈ കഥകൾ വെച്ച് കൊടുക്കാവുന്നതാണ്. ആദ്യത്തെ മൂന്നു ദിവസം കുട്ടികളോടൊത്തു നിങ്ങളും കഥകൾ കേൾക്കണം. പിന്നെ അവർ തന്നെ ഉറങ്ങുവാൻ വേണ്ടി കഥകൾ ചോദിച്ചുകൊള്ളും .  3 മുതൽ 7 വയസ്സുവരെ ഉള്ള കുട്ടികൾക്ക് വേണ്ടിയാണ് ഈ കഥകൾ ചിട്ടപ്പെടുത്തിയിരിക്കുന്നത്",storie_image/yOQYLy2AFplAE9IFYHRRF66QhbhPHtsp7v9JVzrA.jpg,714702149,15:49,"[""Malayalam""]",5,1,0,2022-05-28 13:46:00,2022-05-28 08:17:16,2022-06-13 10:08:48,2022-06-13 10:08:48,"",,0,,,
94,"പ്രാവും ഉറുമ്പും , പട്ടിയും കൊക്കും","എല്ലാ കൂട്ടുകാർക്കും കഥകളുടെയും , അറിവിന്റെയും ലോകത്തേക്ക് സ്വാഗതം . ലാലയും ,നന്നയും കൂട്ടുകാർക്കായി ധാരാളം കഥകൾ ദിവസവും പറഞ്ഞുതരും. ഓരോ കഥകളും കൂട്ടുകാർ ശ്രദ്ധയോടുകൂടി കേൾക്കുകയും , ആ കഥകൾ നൽകുന്ന സന്ദേശം അത്‌ നിങ്ങളുടെ കൂട്ടുകാർക്കും , രക്ഷിതാക്കൾക്കും പറഞ്ഞു കൊടുക്കുകയും വേണം. ഈ കഥകളിലൂടെ ലാലയും ,നന്നയും പുതിയ വാക്കുകളും , കാര്യങ്ങളും കൂട്ടുകാർക്ക് പറഞ്ഞുതരുന്നുണ്ട് .എന്നും പുതിയ പുതിയ കഥകളുമായി  ലാലയും ,നന്നയും രാത്രിയിൽ 8.00 മണിക്ക് കൂട്ടുകാരുടെ അടുത്ത് വരും കേട്ടോ. ഓരോ കഥയിലും നിങ്ങൾക്കുള്ള സമ്മാനങ്ങൾ ലാല ഒളിപ്പിച്ചു വെച്ചിട്ടുണ്ട്. മിടുക്കന്മാരായി ലാല പറയുന്നത് ചെയ്യുന്നവർക്ക് ലാല സമ്മാനങ്ങൾ തരാം കേട്ടോ. കൂട്ടുകാർ രാത്രിയിൽ ഉറങ്ങുമ്പോൾ ഈ കഥകൾ കെട്ടുവേണം ഇനിം ഉറങ്ങാൻ. 
To Parents :
കുട്ടികളുടെ മൊബൈൽ , TV Screen time കുറയ്ക്കുക എന്ന ഉദ്ദേശത്തോടെയാണ് നമ്മൾ വീഡിയോ ഇല്ലാതെ , കുട്ടികളുമായി സംവദിക്കുന്ന തരത്തിൽ ഓരോ കഥകളും തയ്യാറാക്കിയിരിക്കുന്നത് . അതുകൊണ്ടു തന്നെ കുട്ടികൾക്ക് ഉറങ്ങുന്നതിന് മുൻപായി ഈ കഥകൾ വെച്ച് കൊടുക്കാവുന്നതാണ്. ആദ്യത്തെ മൂന്നു ദിവസം കുട്ടികളോടൊത്തു നിങ്ങളും കഥകൾ കേൾക്കണം. പിന്നെ അവർ തന്നെ ഉറങ്ങുവാൻ വേണ്ടി കഥകൾ ചോദിച്ചുകൊള്ളും .  3 മുതൽ 7 വയസ്സുവരെ ഉള്ള കുട്ടികൾക്ക് വേണ്ടിയാണ് ഈ കഥകൾ ചിട്ടപ്പെടുത്തിയിരിക്കുന്നത്",storie_image/mSh1T2mlv39olSJvvfFgWab5vR9KZBRUiqSUEHHL.jpg,714702560,12:49,"[""Malayalam""]",5,1,0,2022-05-26 13:45:00,2022-05-28 08:21:46,2022-06-13 10:08:51,2022-06-13 10:08:51,1,,0,,,
